StartDate,EndDate,User Name,UserID,Section,Article Name,Article URL,IP Address
08-05-2015 11:58,,1,,Home,,https://escalapartners.com.au/,1.124.48.103
08-05-2015 10:08,,1,,ESCALATOR,South32,https://escalapartners.com.au/cio-insights/south-32?utm_medium=email&utm_campaign=South32&utm_content=South32+CID_499cff1e56bbd35d943254b9eb496a50&utm_source=Campaign%20Monitor&utm_term=Read%20more,1.124.48.103
08-05-2015 17:22,,2,,WEEKEND LADDER,Week Ending 08.05.2015,https://escalapartners.com.au/weekend-ladder/week-ending-08052015?utm_medium=email&utm_campaign=Weekend+Ladder+08052015&utm_content=Weekend+Ladder+08052015+CID_09e2fcb772f17efdc7312891ff7f49d1&utm_source=Campaign%20Monitor&utm_term=Read%20more,1.124.48.116
22-04-2015 16:28,,3,,,,https://escalapartners.com.au/,1.124.48.224
29-04-2015 10:37,29-04-2015 10:38,4,,Home,,https://escalapartners.com.au/,1.126.48.32
29-04-2015 10:36,29-04-2015 10:37,4,,Home,,https://escalapartners.com.au/,1.126.48.32
27-04-2015 19:26,27-04-2015 19:27,4,,,,https://escalapartners.com.au/,1.126.48.32
23-04-2015 08:53,,5,,,,https://escalapartners.com.au/reports?utm_medium=email&utm_campaign=Quarterly+Reports+-+March+2015&utm_content=Quarterly+Reports+-+March+2015+CID_72e16f3d76729615385a1e7fa42cf5fb&utm_source=Campaign%20Monitor&utm_term=Click%20here%20to%20view%20your%20reports,1.127.48.144
05-05-2015 19:25,,6,,ESCALATOR,New Horizons: The equity markets of China,https://escalapartners.com.au/cio-insights/new-horizons-the-equity-markets-of-china?utm_medium=email&utm_campaign=New+Horizons+The+equity+markets+of+China&utm_content=New+Horizons+The+equity+markets+of+China+CID_98c17cb36946b875957ab29cb9379e43&utm_source=Campaign%20Monitor&utm_,1.127.48.163
30-04-2015 11:13,,7,,Home,,https://escalapartners.com.au/,1.128.96.10
11-05-2015 17:27,,8,,OUR/NEWS,,https://escalapartners.com.au/news,1.128.96.185
11-05-2015 17:26,11-05-2015 17:27,8,,Home,,https://escalapartners.com.au/1/index.html,1.128.96.185
11-05-2015 17:26,11-05-2015 17:26,8,,,,https://escalapartners.com.au/investment,1.128.96.185
11-05-2015 17:22,11-05-2015 17:26,8,,,,https://escalapartners.com.au/investment,1.128.96.185
11-05-2015 17:21,11-05-2015 17:22,8,,,,https://escalapartners.com.au/services,1.128.96.185
24-04-2015 16:44,,9,,,,https://escalapartners.com.au/,1.128.96.201
24-04-2015 16:11,,9,,,,https://escalapartners.com.au/,1.128.96.201
27-04-2015 13:53,,10,,,,https://escalapartners.com.au/,1.128.96.225
25-04-2015 07:37,,11,,,,https://escalapartners.com.au/,1.128.96.228
12-05-2015 14:53,12-05-2015 14:53,12,,,,https://escalapartners.com.au/reports?utm_medium=email&utm_campaign=Quarterly%20Reports%20-%20March%202015&utm_content=Quarterly%20Reports%20-%20March%202015+CID_72e16f3d76729615385a1e7fa42cf5fb&utm_source=Campaign%20Monitor&utm_term=Click%20here%20to%20view%20your%20reports,1.128.96.229
22-04-2015 17:27,,12,,,,https://escalapartners.com.au/reports?utm_medium=email&utm_campaign=Quarterly+Reports+-+March+2015&utm_content=Quarterly+Reports+-+March+2015+CID_72e16f3d76729615385a1e7fa42cf5fb&utm_source=Campaign%20Monitor&utm_term=Click%20here%20to%20view%20your%20reports,1.128.96.229
22-04-2015 17:27,,12,,,,https://escalapartners.com.au/reports?utm_medium=email&utm_campaign=Quarterly+Reports+-+March+2015&utm_content=Quarterly+Reports+-+March+2015+CID_72e16f3d76729615385a1e7fa42cf5fb&utm_source=Campaign%20Monitor&utm_term=Click%20here%20to%20view%20your%20reports,1.128.96.229
